name,company,introduce,num,per,time
基金经理：罗安安,南方基金管理有限公司,"
                            ,罗安安,清华大学计算机科学与技术专业博士,具有基金从业资格,2010年7月加入南方基金,担任研究部高级研究员;2014年3月至2014年11月,担任南方成长、南方价值基金经理助理;2014年11月至2015年7月,担任投资经理。
                        ",11.80,34.77%,"
                            ,2年又100天,
                            ,2015-07-10
                            ,
                            ,
                            ,
                        "
基金经理：章晖,南方基金管理有限公司,"
                            ,章晖:北京大学西方经济学硕士,具有基金从业资格、金融分析师(CFA)资格,2009年7月加入南方基金,担任研究部研究员、高级研究员;2014年2月至2015年5月,任南方新优享基金经理助理;2015年5月至今,任南方新优享基金经理。
                        ",24.23,15.13%,"
                            ,2年又143天,
                            ,2015-05-28
                            ,
                            ,
                            ,
                        "
基金经理：骆帅,南方基金管理有限公司,"
                            ,骆帅:清华大学管理科学与工程专业硕士,具有基金从业资格,2009年7月加入南方基金,担任研究部研究员、高级研究员;2014年3月至2015年5月,任南方成份、南方安心基金经理助理;2015年5月至今,任南方高端装备基金经理;2015年6月至今,任南方价值、南方成长基金经理。
                        ",69.62,25.80%,"
                            ,2年又143天,
                            ,2015-05-28
                            ,
                            ,
                            ,
                        "
基金经理：孙伟,南方基金管理有限公司,"
                            ,孙伟先生:管理学学士,具有基金从业资格、金融分析师(CFA)资格、注册会计师(CPA)资格。曾任职于腾讯科技有限公司投资并购部、德勤华永会计师事务所深圳分所审计部。2010年2月加入南方基金,历任运作保障部基金会计、数量化投资部量化投资研究员;2014年12月至2015年5月,担任南方恒生ETF的基金经理助理;2015年5月至2016年7月,任南方500工业ETF、南方500原材料ETF基金经理;2015年7月至今,任改革基金、高铁基金、500信息基金经理;2016年5月至今,任南方创业板ETF、南方创业板ETF联接基金经理;2016年8月至今,任500信息联接、深成ETF、南方深成基金经理;2017年3月至今,任南方全指证券ETF联接、南方中证全指证券ETF基金经理。
                        ",30.94,8.87%,"
                            ,2年又149天,
                            ,2015-05-22
                            ,
                            ,
                            ,
                        "
基金经理：蔡望鹏,南方基金管理有限公司,"
                            ,蔡望鹏先生:清华大学固体力学专业硕士学历,具有基金从业资格。2008年4月至2013年2月,担任博时基金管理有限公司机械行业研究员;2013年2月加入南方基金,担任南方稳健、南方稳健二号的基金经理助理;2015年1月至今,任南方积配基金经理。
                        ",18.17,41.19%,"
                            ,2年又278天,
                            ,2015-01-13
                            ,
                            ,
                            ,
                        "
基金经理：蒋秋洁,南方基金管理有限公司,"
                            ,蒋秋洁女士:清华大学光电工程硕士,具有基金从业资格。2008年7月加入南方基金,历任产品开发部研发员、研究部研究员、高级研究员,负责通信及传媒行业研究;2014年3月至2014年12月,任南方隆元基金经理助理;2014年6月至2014年12月,任南方中国梦基金经理助理;2014年12月至今,任南方消费基金经理;2015年6月至今,任南方天元基金经理;2015年7月至今,任南方隆元、南方消费活力的基金经理。
                        ",519.03,89.87%,"
                            ,2年又304天,
                            ,2014-12-18
                            ,
                            ,
                            ,
                        "
基金经理：雷俊,南方基金管理有限公司,"
                            ,雷俊先生,北京大学智能科学系硕士,具有基金从业资格。2008年7月加入南方基金,历任信息技术部投研系统研发员、数量化投资部高级研究员,现任数量化投资部总监助理;2014年12月至2016年4月,任南方恒生ETF基金经理;2015年4月至2016年4月,任南方中证500工业ETF、南方中证500原材料ETF基金经理;2015年6月至2016年7月,任改革基金、高铁基金、南方500信息基金经理;2015年4月至今,任大数据100基金经理;2015年6月至今,任南方策略优化、大数据300、南方量化成长的基金经理。
                        ",94.12,21.40%,"
                            ,2年又299天,
                            ,2014-12-23
                            ,
                            ,
                            ,
                        "
基金经理：吴剑毅,南方基金管理有限公司,"
                            ,吴剑毅先生:清华大学金融学硕士,具有基金从业资格。2009年7月加入南方基金,任南方基金研究部金融行业研究员;2012年3月至2014年7月,担任南方避险、南方保本基金经理助理;2014年7月至今,任南方恒元基金经理;2015年5月至今,任南方利众基金经理;2015年7月至今,任南方利达基金经理;2015年9月至今,任南方消费活力基金经理;2015年10月至今,任南方顺达基金经理;2015年11月至今,任南方利安、南方顺康基金经理;2016年12月至今,任南方安颐养老基金经理;2017年8月至今,任南方金融混合基金经理。
                        ",595.06,37.40%,"
                            ,3年又92天,
                            ,2014-07-18
                            ,
                            ,
                            ,
                        "
基金经理：孟飞,南方基金管理有限公司,"
                            ,孟飞先生:金融学硕士学历,具有基金从业资格。曾担任第一创业证券公司债券交易员、交易经理、高级交易经理。2013年5月加入南方基金,任固定收益部高级研究员,2014年7月至今,任南方启元基金经理;2014年7月至今,任南方50债基金经理;2014年7月至今,任南方中票基金经理;2014年9月至今,任南方安心基金经理。
                        ",103.90,39.42%,"
                            ,3年又85天,
                            ,2014-07-25
                            ,
                            ,
                            ,
                        "
基金经理：李振兴,南方基金管理有限公司,"
                            ,李振兴先生,武汉大学计算机、工商管理双学士,金融学硕士,具有基金从业资格。曾就职于艾默生网络能源有限公司;2008年6月起就职于长城基金管理有限公司,历任行业研究员、研究组组长、基金经理助理;2014年4月至2015年10月任长城久利保本、长城保本的基金经理;2014年9月至2015年10月任长城久鑫保本的基金经理。2015年10月加入南方基金;2016年8月至今,任南方品质混合基金经理;2017年6月至今,任南方安康混合基金经理。
                        ",27.89,57.60%,"
                            ,2年又257天,
                            ,2014-04-18
                            ,
                            ,
                            ,
                        "
基金经理：郑迎迎,南方基金管理有限公司,"
                            ,郑迎迎女士:中国国籍,硕士研究生,8年证券从业年限,中国人民大学金融学硕士,具有基金从业资格。 曾先后就职于农银汇理基金、富国基金,历任行业研究员、信用研究员、基金经理;2012年10月至2015年1月,任富国7天理财宝基金经理;2013年1月至2015年4月,任富国强回报基金经理;2014年3月至2016年10月,任富国可转换债券基金经理;2015年4月至2017年3月,任富国新天锋、富国收益增强基金经理;2015年8月至2016年9月,任富国新动力基金经理;2016年1月至2017年3月,任富国稳健增强基金经理。 2017年6月加入南方基金。
                        ",51.15,87.90%,"
                            ,4年又232天,
                            ,2012-10-19
                            ,
                            ,
                            ,
                        "
基金经理：夏晨曦,南方基金管理有限公司,"
                            ,夏晨曦先生:香港科技大学理学硕士,具有基金从业资格。2005年5月加入南方基金,曾担任金融工程研究员、固定收益研究员、风险控制员等职务,现任固定收益部总监助理。2008年5月至2012年7月,任固定收益部投资经理,负责社保、专户及年金组合的投资管理;2012年7月至今,任基金经理。
                        ",1483.62,24.89%,"
                            ,5年又90天,
                            ,2012-07-20
                            ,
                            ,
                            ,
                        "
基金经理：罗文杰,南方基金管理有限公司,"
                            ,罗文杰,女,美国南加州大学数学金融硕士、美国加州大学计算机科学硕士,具有中国基金从业资格。曾先后任职于美国OpenLinkFinancial公司、摩根斯坦利公司,从事量化分析工作。2008年9月加入南方基金,任南方基金数量化投资部基金经理助理;现任数量化投资部总监助理;2013年5月至2015年6月,任南方策略基金经理;2013年4月至今,任南方500基金经理;2013年4月至今,任南方500ETF基金经理;2013年5月至今,任南方300基金经理;2013年5月至今,任南方开元沪深300ETF基金经理;2014年10月至今,任500医药基金经理;2015年2月至今,任南方恒生ETF基金经理;2016年12月起,任南方安享绝对收益、南方卓享绝对收益基金经理。
                        ",257.95,145.85%,"
                            ,4年又179天,
                            ,2013-04-22
                            ,
                            ,
                            ,
                        "
基金经理：蔡青,南方基金管理有限公司,"
                            ,蔡青女士:英国朴茨茅斯大学金融决策分析专业硕士,具有基金从业资格。2006年7月加入南方基金,历任国际业务部研究员、高级研究员。2011年6月至2015年5月,担任南方全球的基金经理助理。2015年5月至今,任南方全球基金经理。
                        ",57.60,8.10%,"
                            ,2年又143天,
                            ,2015-05-28
                            ,
                            ,
                            ,
                        "
基金经理：陶铄,南方基金管理有限公司,"
                            ,陶铄先生:清华大学应用数学专业学士,中国科学院金融工程专业硕士,具有基金从业资格。曾任职于招商银行总行、普华永道会计师事务所、穆迪投资者服务有限公司、中国国际金融有限公司;2010年9月至2014年9月任职于大成基金管理有限公司,历任研究员、基金经理助理、基金经理;2012年2月至2014年9月任大成景丰分级债券型基金的基金经理;2012年5月至2012年10月任大成货币市场基金的基金经理;2012年9月至2014年4月任大成月添利基金的基金经理;2012年11月至2014年4月任大成月月盈基金的基金经理;2013年5月至2014年9月任大成景安基金的基金经理;2013年6月至2014年9月任大成景兴基金的基金经理;2014年1月至2014年9月任大成信用增利基金的基金经理。2014年9月加入南方基金产品开发部,从事产品研发工作;2014年12月至2015年12月,任固定收益部资深研究员,现任固定收益部总监助理;2015年12月起,任南方启元基金经理;2016年1月起,任南方弘利、南方聚利基金经理;2016年8月起,任南方荣毅、南方荣欢、南方双元基金经理;2016年9月起,任南方颐元基金经理;2016年11月起,任南方荣光基金经理。
                        ",72.04,16.05%,"
                            ,5年又252天,
                            ,2012-02-09
                            ,
                            ,
                            ,
                        "
基金经理：张旭,南方基金管理有限公司,"
                            ,张旭先生:毕业于中央财经大学,获金融学硕士学位,注册金融分析师(CFA),具有基金从业资格。2008年加入南方基金,曾任金融及地产行业研究员、高级策略研究员、南方盛元基金经理助理;2012年3月至2014年12月,任南方消费基金经理;2012年11月至今,任南方盛元基金经理;2015年1月至今,任南方产业活力基金经理。
                        ",40.21,91.31%,"
                            ,5年又219天,
                            ,2012-03-13
                            ,
                            ,
                            ,
                        "
基金经理：黄春逢,南方基金管理有限公司,"
                            ,黄春逢:上海交通大学金融学硕士,具有基金从业资格。2011年7月至2014年12月,任职于国泰君安研究所,担任银行业分析师;2015年1月加入南方基金研究部,任金融行业高级研究员;2015年4月至2015年12月,任南方避险、南方保本、南方利淘的基金经理助理;2015年5月至2015年12月,任南方利鑫的基金经理助理;2015年6月至2015年12月,任南方丰合的基金经理助理;2015年12月至今,任南方成份基金经理。
                        ",50.27,25.34%,"
                            ,1年又292天,
                            ,2015-12-30
                            ,
                            ,
                            ,
                        "
基金经理：李璇,南方基金管理有限公司,"
                            ,李璇女士:清华大学金融学学士、硕士,注册金融分析师(CFA),具有基金从业资格。2007年加入南方基金,担任信用债高级分析师,现任固定收益投资部负责人、固定收益投资决策委员会委员。2010年9月至2012年6月,担任南方宝元基金经理;2012年12月至2014年9月,担任南方安心基金经理;2015年12月至2017年2月,担任南方润元基金经理;2010年9月至今,担任南方多利基金经理;2012年5月至今,担任南方金利基金经理;2013年7月至今,担任南方稳利基金经理;2016年8月至今,担任南方通利、南方丰元、南方荣冠基金经理;2016年9月至今,担任南方多元基金经理;2016年11月至今,任南方荣安基金经理;2016年12月至今,任南方睿见混合基金经理;2017年1月至今,任南方宏元、南方和利基金经理;2017年3月至今,任南方荣优基金经理;2017年5月至今,任南方荣尊基金经理;2017年6月至今,任南方荣知基金经理;2017年7月至今,任南方荣年基金经理。
                        ",182.12,45.35%,"
                            ,7年又22天,
                            ,2010-09-27
                            ,
                            ,
                            ,
                        "
基金经理：何康,南方基金管理有限公司,"
                            ,何康先生,硕士学历,毕业于西南财经大学金融学专业,具有基金从业资格。曾担任建行德阳市分行国际业务部科员、国海证券固定收益证券部投资经理,大成基金管理有限公司固定收益部研究员。2010年9月加入南方基金管理有限公司,2010年9月至2013年9月,担任固定收益部投资经理,负责年金专户组合的投资管理。
                        ",90.22,30.35%,"
                            ,2年又335天,
                            ,2013-11-12
                            ,
                            ,
                            ,
                        "
基金经理：刘霄汉,南方基金管理有限公司,"
                            ,刘霄汉:女,经济学硕士,具有基金从业资格。曾就职于中邮基金管理有限公司,历任研究员、研究组组长,2010年5月至2015年3月担任中邮核心主题股票型基金基金经理。2015年4月加入南方基金,现任南方基金刘霄汉工作室负责人。2015年8月至今,任南方国策动力基金经理;2015年11月至今,任南方医保基金经理;2015年12月至今,任南方沪港深价值、南方改革机遇基金经理。
                        ",34.45,91.55%,"
                            ,6年又352天,
                            ,2010-05-19
                            ,
                            ,
                            ,
                        "
基金经理：张原,南方基金管理有限公司,"
                            ,张原:美国密歇根大学经济学硕士学位,具有基金从业资格。2006年4月加入南方基金,曾担任南方基金研究部机械及电力设备行业高级研究员,南方高增及南方隆元基金经理助理;现任投资部副总监、境内权益投资决策委员会委员、FOF投资决策委员会委员、社保理事会委托产品投资决策委员会委员;2009年9月至2013年4月,任南方500基金经理;2010年2月至2016年10月,任南方绩优基金经理;2011年2月至今,任南方高增基金经理;2015年12月至今,任南方成份基金经理。
                        ",62.28,71.59%,"
                            ,8年又24天,
                            ,2009-09-25
                            ,
                            ,
                            ,
                        "
基金经理：黄亮,南方基金管理有限公司,"
                            ,黄亮,北京大学工商管理硕士,具有基金从业资格。曾任职于招商证券股份有限公司、天华投资有限责任公司,2005年加入南方基金国际业务部,负责QDII产品设计及国际业务开拓工作,2007年9月至2009年5月,担任南方全球基金经理助理;2015年9月至今,任国际投资决策委员会委员;2016年5月至今,担任国际业务部执行总监;2009年6月至今,担任南方全球基金经理;2010年12月至今,任南方金砖基金经理;2011年9月至2015年5月,任南方中国中小盘基金经理;2015年5月至今,任南方香港优选基金经理;2016年6月至今,任南方原油基金经理;2017年4月至今,任国企精明基金经理。
                        ",60.41,39.66%,"
                            ,8年又114天,
                            ,2009-06-27
                            ,
                            ,
                            ,
                        "
基金经理：孙鲁闽,南方基金管理有限公司,"
                            ,孙鲁闽先生,南开大学理学和经济学双学士、澳大利亚新南威尔士大学商学硕士,具有基金从业资格。曾任职于厦门国际银行福州分行,2003年4月加入南方基金管理有限公司,历任行业研究员、南方高增和南方隆元的基金经理助理、专户投资管理部总监助理;2007年12月至2010年10月,担任南方基金企业年金和专户的投资经理。2010年12月至今,任南方避险基金经理;2011年6月至今,任南方保本基金经理;2015年4月至今,任南方利淘基金经理
                        ",203.55,66.87%,"
                            ,6年又309天,
                            ,2010-12-14
                            ,
                            ,
                            ,
                        "
基金经理：蔡奕奕,南方基金管理有限公司,"
                            ,蔡奕奕女士:中南大学管理科学与工程专业硕士,具有基金从业资格。曾先后就职于万家基金、银河基金、融通基金,历任交易员、研究员、基金经理助理;2011年10月至2015年3月,任融通易支付货币基金经理;2012年3月至2015年3月,任融通四季添利债券基金经理;2012年11月至2015年3月,任融通岁岁添利债券基金经理;2014年8月至2015年3月,任融通月月添利定开债券基金经理。2015年4月加入南方基金;2016年8月至今,任南方薪金宝、南方理财金、南方日添益基金经理。
                        ",735.33,22.95%,"
                            ,4年又205天,
                            ,2011-10-13
                            ,
                            ,
                            ,
                        "
基金经理：史向明,农银汇理基金管理有限公司,"
                            ,史向明:中国国籍,硕士研究生、理学硕士。历任中国银河证券公司上海总部债券研究员、天治基金管理公司债券研究员及基金经理、上投摩根基金管理公司固定收益部投资经理;现任农银汇理基金管理有限公司基金经理、固定收益部总经理、投资副总监。
                        ",45.17,55.26%,"
                            ,8年又344天,
                            ,2006-07-05
                            ,
                            ,
                            ,
                        "
基金经理：缪东航,摩根士丹利华鑫基金管理有限公司,"
                            ,缪东航:北京大学金融学硕士,曾任华安基金管理有限公司建材行业研究员,2012年9月加入本公司,历任研究管理部研究员、基金经理助理。2017年1月起担任摩根士丹利华鑫主题优选混合型证券投资基金基金经理。
                        ",5.41,17.13%,"
                            ,265天,
                            ,2017-01-25
                            ,
                            ,
                            ,
                        "
基金经理：史博,南方基金管理有限公司,"
                            ,史博先生,特许金融分析师(CFA),硕士学历,具有基金从业资格。曾任职于博时基金管理有限公司、中国人寿资产管理有限公司、泰达宏利基金管理有限公司。2004年7月-2005年2月,任泰达周期基金经理;2007年7月-2009年5月任泰达首选基金经理;2008年8月-2009年9月任泰达市值基金经理;2009年4月-2009年9月任泰达品质基金经理。2009年10月加入南方基金,现任南方基金总裁助理兼首席投资官(权益)、境内权益投资决策委员会主席、FOF投资决策委员会主席、年金及绝对收益专户投资决策委员会主席、社保理事会委托产品投资决策委员会主席、国际投资决策委员会委员。2011年2月至今,任南方绩优基金经理;2014年2月至今,任南方新优享基金经理;2015年9月至今,任南方消费活力基金经理。
                        ",549.41,135.90%,"
                            ,9年又158天,
                            ,2004-07-23
                            ,
                            ,
                            ,
                        "
基金经理：徐达,摩根士丹利华鑫基金管理有限公司,"
                            ,徐达:中国国籍,美国弗吉尼亚大学经济学和商业学学士。2012年7月加入摩根士丹利华鑫基金管理有限公司,历任研究管理部研究员、基金经理助理。2016年6月起担任摩根士丹利华鑫资源优选混合型证券投资基金(LOF)基金经理。
                        ",12.63,23.51%,"
                            ,1年又122天,
                            ,2016-06-17
                            ,
                            ,
                            ,
                        "
基金经理：王大鹏,摩根士丹利华鑫基金管理有限公司,"
                            ,王大鹏:中山大学金融学博士。曾任长春工业大学工商管理学院金融学专业教师,宝盈基金管理有限公司医药行业研究员。2010年12月加入本公司,历任研究管理部研究员、研究管理部总监助理、研究管理部副总监,现任研究管理部总监、基金经理。2015年1月至2017年6月任摩根士丹利华鑫资源优选混合型证券投资基金(LOF)基金经理,2016年2月至2017年4月任摩根士丹利华鑫沪港深新价值灵活配置混合型证券投资基金基金经理,2016年6月起任摩根士丹利华鑫健康产业混合型证券投资基金基金经理,2017年5月起任摩根士丹利华鑫基础行业证券投资基金基金经理。
                        ",20.32,25.26%,"
                            ,2年又269天,
                            ,2015-01-22
                            ,
                            ,
                            ,
                        "
基金经理：司巍,摩根士丹利华鑫基金管理有限公司,"
                            ,司巍先生:硕士研究生,5年证券从业年限,浙江大学电子信息工程学硕士,5年证券从业经历。曾任华西证券有限责任公司自营部研究员,东源嘉盈资产管理有限公司研究员。2012年9月加入本公司,历任研究员、基金经理助理。
                        ",1.80,-12.58%,"
                            ,2年又269天,
                            ,2015-01-22
                            ,
                            ,
                            ,
                        "
基金经理：张雪,摩根士丹利华鑫基金管理有限公司,"
                            ,张雪女士:中央财经大学国际金融学硕士,美国特许金融分析师(CFA),8年证券从业经历。曾任职于北京银行股份有限公司资金交易部,历任交易员、投资经理。2014年11月加入本公司,2014年12月起任大摩强收益债券基金、大摩双利增强债券基金基金经理,2015年2月起任大摩优质信价纯债基金基金经理。
                        ",36.06,23.14%,"
                            ,2年又313天,
                            ,2014-12-09
                            ,
                            ,
                            ,
                        "
基金经理：付海宁,前海开源基金管理有限公司,"
                            ,付海宁先生:清华大学机械工程与自动化学士、哥伦比亚大学运筹学硕士研究生及加州大学伯克利分校金融工程硕士研究生。  2009年至2010年担任摩根士丹利商业分析师,2010年-2012年担任美银美林量化风险分析师,2013年至2015年担任美国标准普尔资管助理、投资经理,2015年11月加盟前海开源基金管理有限公司,现任公司投资副总监。
                        ",2.91,9.59%,"
                            ,245天,
                            ,2017-02-14
                            ,
                            ,
                            ,
                        "
基金经理：李炳智,前海开源基金管理有限公司,"
                            ,李炳智:金融学学士,国籍:中国。历任天津信唐货币经纪有限公司货币经纪人,中航证券投资经理助理、交易员。2016年6月加入前海开源基金管理有限公司,现任前海开源嘉鑫灵活配置混合型证券投资基金基金经理。李炳智先生具备基金从业资格。
                        ",14.94,8.87%,"
                            ,265天,
                            ,2017-01-25
                            ,
                            ,
                            ,
                        "
基金经理：SHI CHENG(史程),前海开源基金管理有限公司,"
                            ,SHI CHENG(史程):美国纽约哥伦比亚大学商学院金融专业工商管理硕士(MBA);美国堪萨斯州立大学科学硕士(MS)学位。 2001-2003任职于美国贝莱德资本管理公司(BlackRock CapitalManagement)副总裁, 基金副经理, 资深证券分析师。 2004-2010 任职于美国EatonVance 金融资产管理公司副总裁,基金经理。 2011-2014 任职于美国Profit投资管理公司资深副总裁,基金经理。 2015年11月加盟前海开源基金管理有限公司,任联席投资总监。
                        ",0.68,37.10%,"
                            ,1年又172天,
                            ,2016-04-28
                            ,
                            ,
                            ,
                        "
基金经理：施同亮,摩根士丹利华鑫基金管理有限公司,"
                            ,施同亮:清华大学数学系硕士。 曾于2010年7月至2013年10月担任中信建投证券股份有限公司债券分析师,2013年11月至2014年11月担任中银国际证券有限公司首席债券分析师。 2014年12月加入本公司,历任信用分析师、基金经理助理。
                        ",2.78,2.28%,"
                            ,281天,
                            ,2017-01-09
                            ,
                            ,
                            ,
                        "
基金经理：李轶,摩根士丹利华鑫基金管理有限公司,"
                            ,李轶女士:中央财经大学投资经济系国民经济学硕士。2005年7月加入摩根士丹利华鑫基金管理有限公司,从事固定收益研究,历任债券研究员,摩根士丹利华鑫货币市场基金基金经理助理,现任助理总经理、固定收益投资部总监。2008年11月至2015年1月任摩根士丹利华鑫货币市场基金基金经理,2012年8月起任摩根士丹利华鑫多元收益债券型证券投资基金基金经理。2013年6月起任摩根士丹利华鑫纯债稳定增利18个月定期开放债券型证券投资基金基金经理。2014年9月起任摩根士丹利华鑫纯债稳定添利18个月定期开放债券型证券投资基金基金经理,2015年11月起担任摩根士丹利华鑫多元收益18个月定期开放债券型证券投资基金基金经理。
                        ",94.91,68.20%,"
                            ,8年又341天,
                            ,2008-11-12
                            ,
                            ,
                            ,
                        "
基金经理：赵雪芹,前海开源基金管理有限公司,"
                            ,赵雪芹女士:经济学博士研究生,国籍:中国。历任山东财经大学讲师、海通证券股份有限公司首席分析师、中信证券股份有限公司首席分析师。现任前海开源基金管理有限公司董事总经理、联席投资总监、研究部行政负责人,前海开源沪港深智慧生活优选灵活配置混合型证券投资基金基金经理、前海开源沪港深大消费主题精选灵活配置混合型证券投资基金基金经理。赵雪芹女士具备基金从业资格。
                        ",15.94,35.70%,"
                            ,1年又265天,
                            ,2016-01-26
                            ,
                            ,
                            ,
                        "
基金经理：吴国雄,摩根士丹利华鑫基金管理有限公司,"
                            ,吴国雄先生:香港科技大学金融数学与统计专业硕士,金融风险管理师(FRM)。曾于2007年8月至2013年4月任职于安信证券风险管理部。2013年5月加入我司,历任风险管理部经理、数量化投资部基金经理助理兼研究员、数量化投资部投资经理,2016年6月起担任摩根士丹利华鑫量化配置混合型证券投资基金基金经理,2016年7月起担任摩根士丹利华鑫深证300指数增强型证券投资基金基金经理,2017年1月起担任摩根士丹利华鑫睿成中小盘弹性股票型证券投资基金基金经理。
                        ",21.22,13.70%,"
                            ,1年又136天,
                            ,2016-06-03
                            ,
                            ,
                            ,
                        "
基金经理：柯海东,前海开源基金管理有限公司,"
                            ,柯海东:历任中国中投证券研究总部食品饮料行业分析师'国泰君安证券研究所食品饮料行业分析师。现任前海开源基金管理有限公司投资副总监(D)。
                        ",3.95,9.44%,"
                            ,1年又311天,
                            ,2015-12-11
                            ,
                            ,
                            ,
                        "
基金经理：吴国清,前海开源基金管理有限公司,"
                            ,吴国清先生:清华大学经济管理学博士,国籍:中国。2007年至2015年任职于南方基金管理有限公司,历任行业研究员、基金经理助理、投资经理助理、投资经理。2013年2月至2015年2月,担任南方基金专户投资管理部投资经理助理,2015年2月至2015年7月,担任南方基金专户投资管理部投资经理。现任前海开源基金执行投资总监、前海开源大海洋战略经济灵活配置混合型证券投资基金基金经理、前海开源鼎瑞债券型证券投资基金基金经理、前海开源沪港深核心资源灵活配置混合型证券投资基金基金经理。吴国清先生具备基金从业资格。
                        ",35.32,8.16%,"
                            ,2年又23天,
                            ,2015-09-25
                            ,
                            ,
                            ,
                        "
基金经理：倪枫,前海开源基金管理有限公司,"
                            ,倪枫:历任中国航天科工集团公司财务科员、航天科工资产管理有限公司证券投资部总经理、航天科工财务有限责任公司资产管理部总经理。2015年8月加入前海开源基金管理有限公司。
                        ",2.50,38.35%,"
                            ,2年又23天,
                            ,2015-09-25
                            ,
                            ,
                            ,
                        "
基金经理：苏天杉,前海开源基金管理有限公司,"
                            ,苏天杉先生:美国罗彻斯特大学商学院MBA、对外经济贸易大学管理学硕士、美国注册金融分析师(CFA)。 2011年加入美国领航基金(Vanguard9Group)9费城总部,任投资管理部投资分析师。 曾任英特尔(Intel)9全球新兴市场情报分析经理,高级分析师。2015年加盟前海开源基金管理有限公司,现任执行投资总监。
                        ",0.93,18.32%,"
                            ,1年又179天,
                            ,2016-04-21
                            ,
                            ,
                            ,
                        "
基金经理：徐立平,前海开源基金管理有限公司,"
                            ,徐立平先生,工商管理硕士,国籍:中国。历任泰信基金管理有限公司行业研究员,中邮创业基金管理有限公司研究员、基金经理助理。现任前海开源基金管理有限公司执行投资总监、前海开源中国成长灵活配置混合型证券投资基金基金经理、前海开源一带一路主题精选灵活配置混合型证券投资基金基金经理。徐立平先生具备基金从业资格。
                        ",4.29,18.29%,"
                            ,3年又19天,
                            ,2014-09-29
                            ,
                            ,
                            ,
                        "
基金经理：王霞,前海开源基金管理有限公司,"
                            ,王霞女士,管理学硕士,注册会计师,国籍:中国。历任南方基金管理有限公司商业、贸易、旅游行业研究员、房地产行业首席研究员。现任前海开源基金管理有限公司执行投资总监、前海开源沪深300指数型证券投资基金基金经理、前海开源事件驱动灵活配置混合型发起式证券投资基金基金经理。王霞女士具备基金从业资格。
                        ",9.75,52.74%,"
                            ,3年又123天,
                            ,2014-06-17
                            ,
                            ,
                            ,
                        "
基金经理：邱杰,前海开源基金管理有限公司,"
                            ,邱杰先生:经济学硕士,国籍:中国。历任南方基金管理有限公司研究部行业研究员、中小盘股票研究员、制造业组组长;建信基金管理有限公司研究员。现任前海开源基金管理有限公司执行投资总监,前海开源股息率100强等权重股票型证券投资基金基金经理、前海开源再融资主题精选股票型证券投资基金基金经理、前海开源清洁能源主题精选灵活配置混合型证券投资基金基金经理、前海开源恒远保本混合型证券投资基金基金经理、前海开源祥和债券型证券投资基金基金经理。邱杰先生具备基金从业资格。
                        ",62.89,50.71%,"
                            ,2年又278天,
                            ,2015-01-13
                            ,
                            ,
                            ,
                        "
基金经理：汤丛珊,前海开源基金管理有限公司,"
                            ,汤丛珊女士,国籍:中国,学历:上海财经大学管理学硕士,相关业务资格:证券投资基金从业资格。2008年5月14日至2016年9月19日任职于汇添富基金管理有限公司固定收益部,先后担任债券交易员、债券交易主管、基金经理等职务,现任前海开源基金管理有限公司董事总经理。
                        ",140.34,11.64%,"
                            ,3年又4天,
                            ,2013-07-31
                            ,
                            ,
                            ,
                        "
基金经理：曲扬,前海开源基金管理有限公司,"
                            ,曲扬先生:博士研究生,国籍:中国。历任南方基金管理有限公司研究员、基金经理助理、南方全球精选基金经理,2009年11月至2013年1月担任南方基金香港子公司投资经理助理、投资经理。现任前海开源基金管理有限公司执行投资总监、前海开源优势蓝筹股票型证券投资基金基金经理、前海开源国家比较优势灵活配置混合型证券投资基金基金经理、前海开源中国稀缺资产灵活配置混合型证券投资基金基金经理、前海开源沪港深蓝筹精选灵活配置混合型证券投资基金基金经理、前海开源沪港深优势精选灵活配置混合型证券投资基金基金经理、前海开源人工智能主题灵活配置混合型证券投资基金基金经理、前海开源沪港深龙头精选灵活配置混合型证券投资基金基金经理、前海开源沪港深新机遇灵活配置混合型证券投资基金基金经理、前海开源鼎裕债券型证券投资基金基金经理、前海开源沪港深价值精选灵活配置混合型证券投资基金基金经理、前海开源裕和定期开放混合型证券投资基金基金经理、前海开源沪港深景气行业精选灵活配置混合型证券投资基金基金经理。具备基金从业资格。
                        ",142.12,45.90%,"
                            ,3年又337天,
                            ,2013-02-04
                            ,
                            ,
                            ,
                        "
基金经理：谢屹,前海开源基金管理有限公司,"
                            ,谢屹先生:金融与经济数学、工程物理学硕士,国籍:德国。历任汇丰银行(德国)股票研究所及投资银行部分析师、高级分析师、副总裁。现任前海开源基金管理有限公司执行投资总监、前海开源金银珠宝主题精选灵活配置混合型证券投资基金基金经理、前海开源强势共识100强等权重股票型证券投资基金基金经理、前海开源沪港深汇鑫灵活配置混合型证券投资基金基金经理。谢屹先生具备基金从业资格。
                        ",24.15,15.20%,"
                            ,2年又101天,
                            ,2015-07-09
                            ,
                            ,
                            ,
                        "
